období,obvod,typ dat,kategorie,přestupek,počet,částka
2024-04-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-04-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,84,
2024-04-01,OŘ6,Počet uložených pokut,Veřejný pořádek a zeleň,,8,
2024-04-01,OŘ6,Počet uložených pokut,Doprava,,656,
2024-04-01,OŘ6,Počet uložených pokut,Ostatní přestupky,,3,
2024-04-01,OŘ6,Počet uložených pokut,BP v hotovosti,,482,
2024-04-01,OŘ6,Počet uložených pokut,BP na místě nezaplacené,,185,
2024-04-01,OŘ6,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ6,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ6,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ6,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ6,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ6,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,2,
2024-04-01,OŘ6,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,80,
2024-04-01,OŘ6,Další formy řešení přestupků,Vydané VOPP,,234,
2024-04-01,OŘ6,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,31,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,27,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,155,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,159,
2024-04-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu,700,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz zastavení,308,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz stání,55,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,pěší zóna,1,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na chodníku,262,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,modrá zóna,78,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,46,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,fialová zóna,49,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,141,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,stání v křižovatce,89,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,8,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky chodců,8,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky cyklistů,7,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,8,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,28,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,19,
2024-04-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,58,
2024-04-01,OŘ7,Počet uložených pokut,Veřejný pořádek a zeleň,,177,
2024-04-01,OŘ7,Počet uložených pokut,Doprava,,638,
2024-04-01,OŘ7,Počet uložených pokut,Ostatní přestupky,,16,
2024-04-01,OŘ7,Počet uložených pokut,BP v hotovosti,,578,
2024-04-01,OŘ7,Počet uložených pokut,BP na místě nezaplacené,,253,
2024-04-01,OŘ7,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ7,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ7,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ7,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ7,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ7,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,19,
2024-04-01,OŘ7,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,91,
2024-04-01,OŘ7,Další formy řešení přestupků,Vydané VOPP,,628,
2024-04-01,OŘ7,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,22,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,11,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,96,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,31,
2024-04-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,2,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu,243,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz stání,151,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,pěší zóna,21,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na chodníku,563,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,modrá zóna,48,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,36,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,stání v křižovatce,39,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,15,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,jízda na červenou,1,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky chodců,33,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky cyklistů,11,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,22,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,17,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-04-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,20,
2024-04-01,OŘ8,Počet uložených pokut,Veřejný pořádek a zeleň,,6,
2024-04-01,OŘ8,Počet uložených pokut,Doprava,,251,
2024-04-01,OŘ8,Počet uložených pokut,Ostatní přestupky,,21,
2024-04-01,OŘ8,Počet uložených pokut,BP v hotovosti,,225,
2024-04-01,OŘ8,Počet uložených pokut,BP na místě nezaplacené,,53,
2024-04-01,OŘ8,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ8,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ8,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ8,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ8,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ8,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,0,
2024-04-01,OŘ8,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,242,
2024-04-01,OŘ8,Další formy řešení přestupků,Vydané VOPP,,148,
2024-04-01,OŘ8,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,33,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,5,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,38,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,102,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,156,
2024-04-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,6,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu,452,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz stání,396,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,pěší zóna,2,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na chodníku,477,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,modrá zóna,4,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,fialová zóna,13,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,32,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,stání v křižovatce,75,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,49,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky chodců,40,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky cyklistů,29,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,7,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,1,
2024-04-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,42,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,96,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-04-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,147,
2024-04-01,OŘ9,Počet uložených pokut,Veřejný pořádek a zeleň,,41,
2024-04-01,OŘ9,Počet uložených pokut,Doprava,,457,
2024-04-01,OŘ9,Počet uložených pokut,Ostatní přestupky,,22,
2024-04-01,OŘ9,Počet uložených pokut,BP v hotovosti,,445,
2024-04-01,OŘ9,Počet uložených pokut,BP na místě nezaplacené,,75,
2024-04-01,OŘ9,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ9,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ9,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ9,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ9,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ9,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,12,
2024-04-01,OŘ9,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,352,
2024-04-01,OŘ9,Další formy řešení přestupků,Vydané VOPP,,401,
2024-04-01,OŘ9,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,37,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,30,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,98,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,121,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,104,
2024-04-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz vjezdu,224,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz stání,40,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,pěší zóna,67,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,stání na chodníku,967,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,modrá zóna,21,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,fialová zóna,32,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,50,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,stání v křižovatce,259,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,39,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,přestupky chodců,132,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,přestupky cyklistů,40,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,4,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,21,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,18,
2024-04-01,OŘ10,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,73,
2024-04-01,OŘ10,Počet uložených pokut,Veřejný pořádek a zeleň,,36,
2024-04-01,OŘ10,Počet uložených pokut,Doprava,,145,
2024-04-01,OŘ10,Počet uložených pokut,Ostatní přestupky,,2,
2024-04-01,OŘ10,Počet uložených pokut,BP v hotovosti,,149,
2024-04-01,OŘ10,Počet uložených pokut,BP na místě nezaplacené,,34,
2024-04-01,OŘ10,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ10,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ10,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ10,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ10,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ10,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,171,
2024-04-01,OŘ10,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,207,
2024-04-01,OŘ10,Další formy řešení přestupků,Vydané VOPP,,335,
2024-04-01,OŘ10,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,4,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,1,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,13,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,127,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,21,
2024-04-01,OŘ11,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,7,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz vjezdu,176,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz stání,9,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,pěší zóna,6,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,stání na chodníku,374,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,65,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,stání v křižovatce,284,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,17,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,přestupky chodců,1,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,přestupky cyklistů,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,38,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,2,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-04-01,OŘ11,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,129,
2024-04-01,OŘ11,Počet uložených pokut,Veřejný pořádek a zeleň,,25,
2024-04-01,OŘ11,Počet uložených pokut,Doprava,,78,
2024-04-01,OŘ11,Počet uložených pokut,Ostatní přestupky,,20,
2024-04-01,OŘ11,Počet uložených pokut,BP v hotovosti,,100,
2024-04-01,OŘ11,Počet uložených pokut,BP na místě nezaplacené,,23,
2024-04-01,OŘ11,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ11,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ11,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ11,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ11,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ11,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,3,
2024-04-01,OŘ11,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,57,
2024-04-01,OŘ11,Další formy řešení přestupků,Vydané VOPP,,246,
2024-04-01,OŘ11,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,7,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,8,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,6,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,176,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,19,
2024-04-01,OŘ12,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz vjezdu,246,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz zastavení,753,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz stání,119,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,pěší zóna,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,stání na chodníku,99,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,111,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,stání v křižovatce,163,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,18,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,jízda na červenou,2,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,přestupky chodců,9,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,přestupky cyklistů,10,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,35,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,3,
2024-04-01,OŘ12,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,15,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,9,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-04-01,OŘ12,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,79,
2024-04-01,OŘ12,Počet uložených pokut,Veřejný pořádek a zeleň,,55,
2024-04-01,OŘ12,Počet uložených pokut,Doprava,,435,
2024-04-01,OŘ12,Počet uložených pokut,Ostatní přestupky,,24,
2024-04-01,OŘ12,Počet uložených pokut,BP v hotovosti,,334,
2024-04-01,OŘ12,Počet uložených pokut,BP na místě nezaplacené,,180,
2024-04-01,OŘ12,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-04-01,OŘ12,Uložené pokuty v Kč,Doprava,,,
2024-04-01,OŘ12,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-04-01,OŘ12,Uložené pokuty v Kč,BP v hotovosti,,,
2024-04-01,OŘ12,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-04-01,OŘ12,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,14,
2024-04-01,OŘ12,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,12,
2024-04-01,OŘ12,Další formy řešení přestupků,Vydané VOPP,,324,
2024-04-01,OŘ12,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,89,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,58,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,93,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,119,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,281,
2024-04-01,OŘ13,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz vjezdu,222,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz stání,195,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,pěší zóna,30,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,stání na chodníku,382,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,3,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,143,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,stání v křižovatce,157,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,9,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,přestupky chodců,78,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,přestupky cyklistů,29,
2024-04-01,OŘ13,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
